"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Feb 27 16:12:16 CST 2023","Mon Feb 27 16:12:16 CST 2023","0","testpytest","test_pytest","Test","","","用户名或密码为空",""
"passed","Mon Feb 27 16:12:16 CST 2023","Mon Feb 27 16:12:16 CST 2023","0","testpytest","test_pytest","Test","","","输入正确的用户名和密码能登录成功","xxxxxxxxxxxxx"
"passed","Mon Feb 27 16:12:16 CST 2023","Mon Feb 27 16:12:16 CST 2023","0","testpytest","test_pytest","Test","","","密码错误",""
"passed","Mon Feb 27 16:12:16 CST 2023","Mon Feb 27 16:12:16 CST 2023","0","testpytest","test_pytest","Test","","","用户名错误","dynamic动态"
